file_path,label
balanced_train\Cardboard\cardboard154_561.jpg,Cardboard
balanced_train\Cardboard\cardboard155_1030.jpg,Cardboard
balanced_train\Cardboard\cardboard156_266.jpg,Cardboard
balanced_train\Cardboard\cardboard157_1047.jpg,Cardboard
balanced_train\Cardboard\cardboard157_36.jpg,Cardboard
balanced_train\Cardboard\cardboard157_997.jpg,Cardboard
balanced_train\Cardboard\cardboard158_543.jpg,Cardboard
balanced_train\Cardboard\cardboard158_924.jpg,Cardboard
balanced_train\Cardboard\cardboard159_754.jpg,Cardboard
balanced_train\Cardboard\cardboard15_116.jpg,Cardboard
balanced_train\Cardboard\cardboard15_377.jpg,Cardboard
balanced_train\Cardboard\cardboard15_467.jpg,Cardboard
balanced_train\Cardboard\cardboard15_557.jpg,Cardboard
balanced_train\Cardboard\cardboard15_77.jpg,Cardboard
balanced_train\Cardboard\cardboard160_49.jpg,Cardboard
balanced_train\Cardboard\cardboard160_691.jpg,Cardboard
balanced_train\Cardboard\cardboard162_1103.jpg,Cardboard
balanced_train\Cardboard\cardboard162_678.jpg,Cardboard
balanced_train\Cardboard\cardboard162_793.jpg,Cardboard
balanced_train\Cardboard\cardboard164_176.jpg,Cardboard
balanced_train\Cardboard\cardboard164_206.jpg,Cardboard
balanced_train\Cardboard\cardboard165_359.jpg,Cardboard
balanced_train\Cardboard\cardboard166_256.jpg,Cardboard
balanced_train\Cardboard\cardboard167_272.jpg,Cardboard
balanced_train\Cardboard\cardboard16_400.jpg,Cardboard
balanced_train\Cardboard\cardboard16_430.jpg,Cardboard
balanced_train\Cardboard\cardboard16_506.jpg,Cardboard
balanced_train\Cardboard\cardboard170_529.jpg,Cardboard
balanced_train\Cardboard\cardboard170_786.jpg,Cardboard
balanced_train\Cardboard\cardboard171_1107.jpg,Cardboard
balanced_train\Cardboard\cardboard171_568.jpg,Cardboard
balanced_train\Cardboard\cardboard172_706.jpg,Cardboard
balanced_train\Cardboard\cardboard172_859.jpg,Cardboard
balanced_train\Cardboard\cardboard175_1078.jpg,Cardboard
balanced_train\Cardboard\cardboard177_432.jpg,Cardboard
balanced_train\Cardboard\cardboard177_619.jpg,Cardboard
balanced_train\Cardboard\cardboard178_1016.jpg,Cardboard
balanced_train\Cardboard\cardboard17_111.jpg,Cardboard
balanced_train\Cardboard\cardboard180_1143.jpg,Cardboard
balanced_train\Cardboard\cardboard180_149.jpg,Cardboard
balanced_train\Cardboard\cardboard182_737.jpg,Cardboard
balanced_train\Cardboard\cardboard184_363.jpg,Cardboard
balanced_train\Cardboard\cardboard184_628.jpg,Cardboard
balanced_train\Cardboard\cardboard186_1131.jpg,Cardboard
balanced_train\Cardboard\cardboard186_530.jpg,Cardboard
balanced_train\Cardboard\cardboard187_573.jpg,Cardboard
balanced_train\Cardboard\cardboard188_822.jpg,Cardboard
balanced_train\Cardboard\cardboard18_723.jpg,Cardboard
balanced_train\Cardboard\cardboard190_739.jpg,Cardboard
balanced_train\Cardboard\cardboard192_267.jpg,Cardboard
balanced_train\Cardboard\cardboard192_534.jpg,Cardboard
balanced_train\Cardboard\cardboard195_59.jpg,Cardboard
balanced_train\Cardboard\cardboard195_624.jpg,Cardboard
balanced_train\Cardboard\cardboard196_144.jpg,Cardboard
balanced_train\Cardboard\cardboard196_398.jpg,Cardboard
balanced_train\Cardboard\cardboard198_548.jpg,Cardboard
balanced_train\Cardboard\cardboard199_353.jpg,Cardboard
balanced_train\Cardboard\cardboard199_90.jpg,Cardboard
balanced_train\Cardboard\cardboard1_998.jpg,Cardboard
balanced_train\Cardboard\cardboard200_188.jpg,Cardboard
balanced_train\Cardboard\cardboard201_16.jpg,Cardboard
balanced_train\Cardboard\cardboard201_358.jpg,Cardboard
balanced_train\Cardboard\cardboard201_740.jpg,Cardboard
balanced_train\Cardboard\cardboard202_939.jpg,Cardboard
balanced_train\Cardboard\cardboard203_428.jpg,Cardboard
balanced_train\Cardboard\cardboard204_281.jpg,Cardboard
balanced_train\Cardboard\cardboard205_603.jpg,Cardboard
balanced_train\Cardboard\cardboard205_942.jpg,Cardboard
balanced_train\Cardboard\cardboard205_981.jpg,Cardboard
balanced_train\Cardboard\cardboard208_966.jpg,Cardboard
balanced_train\Cardboard\cardboard209_774.jpg,Cardboard
balanced_train\Cardboard\cardboard209_917.jpg,Cardboard
balanced_train\Cardboard\cardboard209_992.jpg,Cardboard
balanced_train\Cardboard\cardboard20_132.jpg,Cardboard
balanced_train\Cardboard\cardboard20_239.jpg,Cardboard
balanced_train\Cardboard\cardboard211_760.jpg,Cardboard
balanced_train\Cardboard\cardboard213_1075.jpg,Cardboard
balanced_train\Cardboard\cardboard213_570.jpg,Cardboard
balanced_train\Cardboard\cardboard213_687.jpg,Cardboard
balanced_train\Cardboard\cardboard213_697.jpg,Cardboard
balanced_train\Cardboard\cardboard215_986.jpg,Cardboard
balanced_train\Cardboard\cardboard216_1106.jpg,Cardboard
balanced_train\Cardboard\cardboard216_615.jpg,Cardboard
balanced_train\Cardboard\cardboard217_255.jpg,Cardboard
balanced_train\Cardboard\cardboard219_893.jpg,Cardboard
balanced_train\Cardboard\cardboard21_1155.jpg,Cardboard
balanced_train\Cardboard\cardboard21_133.jpg,Cardboard
balanced_train\Cardboard\cardboard21_397.jpg,Cardboard
balanced_train\Cardboard\cardboard21_657.jpg,Cardboard
balanced_train\Cardboard\cardboard220_51.jpg,Cardboard
balanced_train\Cardboard\cardboard221_1007.jpg,Cardboard
balanced_train\Cardboard\cardboard222_414.jpg,Cardboard
balanced_train\Cardboard\cardboard223_827.jpg,Cardboard
balanced_train\Cardboard\cardboard224_1089.jpg,Cardboard
balanced_train\Cardboard\cardboard224_187.jpg,Cardboard
balanced_train\Cardboard\cardboard224_484.jpg,Cardboard
balanced_train\Cardboard\cardboard226_1017.jpg,Cardboard
balanced_train\Cardboard\cardboard227_630.jpg,Cardboard
balanced_train\Cardboard\cardboard227_731.jpg,Cardboard
balanced_train\Cardboard\cardboard228_101.jpg,Cardboard
balanced_train\Cardboard\cardboard228_238.jpg,Cardboard
balanced_train\Cardboard\cardboard228_360.jpg,Cardboard
balanced_train\Cardboard\cardboard228_867.jpg,Cardboard
balanced_train\Cardboard\cardboard229_166.jpg,Cardboard
balanced_train\Cardboard\cardboard229_709.jpg,Cardboard
balanced_train\Cardboard\cardboard229_718.jpg,Cardboard
balanced_train\Cardboard\cardboard230_1035.jpg,Cardboard
balanced_train\Cardboard\cardboard230_270.jpg,Cardboard
balanced_train\Cardboard\cardboard231_192.jpg,Cardboard
balanced_train\Cardboard\cardboard231_539.jpg,Cardboard
balanced_train\Cardboard\cardboard232_234.jpg,Cardboard
balanced_train\Cardboard\cardboard232_331.jpg,Cardboard
balanced_train\Cardboard\cardboard234_1046.jpg,Cardboard
balanced_train\Cardboard\cardboard234_315.jpg,Cardboard
balanced_train\Cardboard\cardboard235_885.jpg,Cardboard
balanced_train\Cardboard\cardboard236_212.jpg,Cardboard
balanced_train\Cardboard\cardboard236_335.jpg,Cardboard
balanced_train\Cardboard\cardboard238_134.jpg,Cardboard
balanced_train\Cardboard\cardboard239_899.jpg,Cardboard
balanced_train\Cardboard\cardboard23_160.jpg,Cardboard
balanced_train\Cardboard\cardboard23_417.jpg,Cardboard
balanced_train\Cardboard\cardboard23_904.jpg,Cardboard
balanced_train\Cardboard\cardboard240_1094.jpg,Cardboard
balanced_train\Cardboard\cardboard240_1135.jpg,Cardboard
balanced_train\Cardboard\cardboard241_110.jpg,Cardboard
balanced_train\Cardboard\cardboard241_700.jpg,Cardboard
balanced_train\Cardboard\cardboard241_841.jpg,Cardboard
balanced_train\Cardboard\cardboard242_747.jpg,Cardboard
balanced_train\Cardboard\cardboard242_821.jpg,Cardboard
balanced_train\Cardboard\cardboard242_925.jpg,Cardboard
balanced_train\Cardboard\cardboard243_120.jpg,Cardboard
balanced_train\Cardboard\cardboard243_204.jpg,Cardboard
balanced_train\Cardboard\cardboard244_224.jpg,Cardboard
balanced_train\Cardboard\cardboard245_342.jpg,Cardboard
balanced_train\Cardboard\cardboard245_715.jpg,Cardboard
balanced_train\Cardboard\cardboard246_386.jpg,Cardboard
balanced_train\Cardboard\cardboard246_941.jpg,Cardboard
balanced_train\Cardboard\cardboard249_1132.jpg,Cardboard
balanced_train\Cardboard\cardboard249_207.jpg,Cardboard
balanced_train\Cardboard\cardboard24_232.jpg,Cardboard
balanced_train\Cardboard\cardboard250_913.jpg,Cardboard
balanced_train\Cardboard\cardboard251_1071.jpg,Cardboard
balanced_train\Cardboard\cardboard251_493.jpg,Cardboard
balanced_train\Cardboard\cardboard252_121.jpg,Cardboard
balanced_train\Cardboard\cardboard253_544.jpg,Cardboard
balanced_train\Cardboard\cardboard253_749.jpg,Cardboard
balanced_train\Cardboard\cardboard255_983.jpg,Cardboard
balanced_train\Cardboard\cardboard256_1095.jpg,Cardboard
balanced_train\Cardboard\cardboard257_1034.jpg,Cardboard
balanced_train\Cardboard\cardboard257_1087.jpg,Cardboard
balanced_train\Cardboard\cardboard257_375.jpg,Cardboard
balanced_train\Cardboard\cardboard258_617.jpg,Cardboard
balanced_train\Cardboard\cardboard259_346.jpg,Cardboard
balanced_train\Cardboard\cardboard261_698.jpg,Cardboard
balanced_train\Cardboard\cardboard261_785.jpg,Cardboard
balanced_train\Cardboard\cardboard263_752.jpg,Cardboard
balanced_train\Cardboard\cardboard264_535.jpg,Cardboard
balanced_train\Cardboard\cardboard264_689.jpg,Cardboard
balanced_train\Cardboard\cardboard265_758.jpg,Cardboard
balanced_train\Cardboard\cardboard265_813.jpg,Cardboard
balanced_train\Cardboard\cardboard266_1092.jpg,Cardboard
balanced_train\Cardboard\cardboard266_368.jpg,Cardboard
balanced_train\Cardboard\cardboard266_870.jpg,Cardboard
balanced_train\Cardboard\cardboard267_273.jpg,Cardboard
balanced_train\Cardboard\cardboard267_31.jpg,Cardboard
balanced_train\Cardboard\cardboard267_369.jpg,Cardboard
balanced_train\Cardboard\cardboard268_341.jpg,Cardboard
balanced_train\Cardboard\cardboard268_967.jpg,Cardboard
balanced_train\Cardboard\cardboard269_743.jpg,Cardboard
balanced_train\Cardboard\cardboard270_959.jpg,Cardboard
balanced_train\Cardboard\cardboard271_183.jpg,Cardboard
balanced_train\Cardboard\cardboard271_611.jpg,Cardboard
balanced_train\Cardboard\cardboard272_237.jpg,Cardboard
balanced_train\Cardboard\cardboard273_1120.jpg,Cardboard
balanced_train\Cardboard\cardboard273_609.jpg,Cardboard
balanced_train\Cardboard\cardboard274_171.jpg,Cardboard
balanced_train\Cardboard\cardboard275_507.jpg,Cardboard
balanced_train\Cardboard\cardboard276_382.jpg,Cardboard
balanced_train\Cardboard\cardboard276_894.jpg,Cardboard
balanced_train\Cardboard\cardboard276_947.jpg,Cardboard
balanced_train\Cardboard\cardboard278_531.jpg,Cardboard
balanced_train\Cardboard\cardboard27_142.jpg,Cardboard
balanced_train\Cardboard\cardboard27_268.jpg,Cardboard
balanced_train\Cardboard\cardboard27_40.jpg,Cardboard
balanced_train\Cardboard\cardboard27_631.jpg,Cardboard
balanced_train\Cardboard\cardboard27_768.jpg,Cardboard
balanced_train\Cardboard\cardboard280_1161.jpg,Cardboard
balanced_train\Cardboard\cardboard281_724.jpg,Cardboard
balanced_train\Cardboard\cardboard282_923.jpg,Cardboard
balanced_train\Cardboard\cardboard283_249.jpg,Cardboard
balanced_train\Cardboard\cardboard283_66.jpg,Cardboard
balanced_train\Cardboard\cardboard284_384.jpg,Cardboard
balanced_train\Cardboard\cardboard285_527.jpg,Cardboard
balanced_train\Cardboard\cardboard285_636.jpg,Cardboard
balanced_train\Cardboard\cardboard285_933.jpg,Cardboard
balanced_train\Cardboard\cardboard286_1083.jpg,Cardboard
balanced_train\Cardboard\cardboard287_362.jpg,Cardboard
balanced_train\Cardboard\cardboard287_848.jpg,Cardboard
balanced_train\Cardboard\cardboard289_478.jpg,Cardboard
balanced_train\Cardboard\cardboard289_491.jpg,Cardboard
balanced_train\Cardboard\cardboard28_393.jpg,Cardboard
balanced_train\Cardboard\cardboard28_495.jpg,Cardboard
balanced_train\Cardboard\cardboard292_586.jpg,Cardboard
balanced_train\Cardboard\cardboard292_803.jpg,Cardboard
balanced_train\Cardboard\cardboard293_483.jpg,Cardboard
balanced_train\Cardboard\cardboard294_1056.jpg,Cardboard
balanced_train\Cardboard\cardboard294_1097.jpg,Cardboard
balanced_train\Cardboard\cardboard295_708.jpg,Cardboard
balanced_train\Cardboard\cardboard296_124.jpg,Cardboard
balanced_train\Cardboard\cardboard296_577.jpg,Cardboard
balanced_train\Cardboard\cardboard296_632.jpg,Cardboard
balanced_train\Cardboard\cardboard299_612.jpg,Cardboard
balanced_train\Cardboard\cardboard299_843.jpg,Cardboard
balanced_train\Cardboard\cardboard2_349.jpg,Cardboard
balanced_train\Cardboard\cardboard301_185.jpg,Cardboard
balanced_train\Cardboard\cardboard302_486.jpg,Cardboard
balanced_train\Cardboard\cardboard302_920.jpg,Cardboard
balanced_train\Cardboard\cardboard302_987.jpg,Cardboard
balanced_train\Cardboard\cardboard303_664.jpg,Cardboard
balanced_train\Cardboard\cardboard303_734.jpg,Cardboard
balanced_train\Cardboard\cardboard304_742.jpg,Cardboard
balanced_train\Cardboard\cardboard304_795.jpg,Cardboard
balanced_train\Cardboard\cardboard308_1042.jpg,Cardboard
balanced_train\Cardboard\cardboard308_209.jpg,Cardboard
balanced_train\Cardboard\cardboard308_725.jpg,Cardboard
balanced_train\Cardboard\cardboard309_122.jpg,Cardboard
balanced_train\Cardboard\cardboard309_421.jpg,Cardboard
balanced_train\Cardboard\cardboard30_1154.jpg,Cardboard
balanced_train\Cardboard\cardboard30_221.jpg,Cardboard
balanced_train\Cardboard\cardboard310_137.jpg,Cardboard
balanced_train\Cardboard\cardboard310_672.jpg,Cardboard
balanced_train\Cardboard\cardboard311_228.jpg,Cardboard
balanced_train\Cardboard\cardboard312_1066.jpg,Cardboard
balanced_train\Cardboard\cardboard312_395.jpg,Cardboard
balanced_train\Cardboard\cardboard315_161.jpg,Cardboard
balanced_train\Cardboard\cardboard315_871.jpg,Cardboard
balanced_train\Cardboard\cardboard316_1114.jpg,Cardboard
balanced_train\Cardboard\cardboard316_470.jpg,Cardboard
balanced_train\Cardboard\cardboard317_1020.jpg,Cardboard
balanced_train\Cardboard\cardboard317_1086.jpg,Cardboard
balanced_train\Cardboard\cardboard317_887.jpg,Cardboard
balanced_train\Cardboard\cardboard31_1058.jpg,Cardboard
balanced_train\Cardboard\cardboard31_862.jpg,Cardboard
balanced_train\Cardboard\cardboard320_877.jpg,Cardboard
balanced_train\Cardboard\cardboard322_1085.jpg,Cardboard
balanced_train\Cardboard\cardboard322_510.jpg,Cardboard
balanced_train\Cardboard\cardboard322_85.jpg,Cardboard
balanced_train\Cardboard\cardboard323_242.jpg,Cardboard
balanced_train\Cardboard\cardboard323_3.jpg,Cardboard
balanced_train\Cardboard\cardboard324_129.jpg,Cardboard
balanced_train\Cardboard\cardboard324_186.jpg,Cardboard
balanced_train\Cardboard\cardboard324_431.jpg,Cardboard
balanced_train\Cardboard\cardboard324_620.jpg,Cardboard
balanced_train\Cardboard\cardboard325_479.jpg,Cardboard
balanced_train\Cardboard\cardboard326_757.jpg,Cardboard
balanced_train\Cardboard\cardboard326_982.jpg,Cardboard
balanced_train\Cardboard\cardboard327_287.jpg,Cardboard
balanced_train\Cardboard\cardboard327_333.jpg,Cardboard
balanced_train\Cardboard\cardboard327_713.jpg,Cardboard
balanced_train\Cardboard\cardboard328_592.jpg,Cardboard
balanced_train\Cardboard\cardboard330_1068.jpg,Cardboard
balanced_train\Cardboard\cardboard331_317.jpg,Cardboard
balanced_train\Cardboard\cardboard331_328.jpg,Cardboard
balanced_train\Cardboard\cardboard332_293.jpg,Cardboard
balanced_train\Cardboard\cardboard332_407.jpg,Cardboard
balanced_train\Cardboard\cardboard333_549.jpg,Cardboard
balanced_train\Cardboard\cardboard335_1049.jpg,Cardboard
balanced_train\Cardboard\cardboard335_113.jpg,Cardboard
balanced_train\Cardboard\cardboard335_560.jpg,Cardboard
balanced_train\Cardboard\cardboard336_462.jpg,Cardboard
balanced_train\Cardboard\cardboard338_719.jpg,Cardboard
balanced_train\Cardboard\cardboard338_86.jpg,Cardboard
balanced_train\Cardboard\cardboard340_1116.jpg,Cardboard
balanced_train\Cardboard\cardboard340_165.jpg,Cardboard
balanced_train\Cardboard\cardboard340_225.jpg,Cardboard
balanced_train\Cardboard\cardboard341_72.jpg,Cardboard
balanced_train\Cardboard\cardboard343_437.jpg,Cardboard
balanced_train\Cardboard\cardboard344_589.jpg,Cardboard
balanced_train\Cardboard\cardboard344_710.jpg,Cardboard
balanced_train\Cardboard\cardboard347_909.jpg,Cardboard
balanced_train\Cardboard\cardboard348_105.jpg,Cardboard
balanced_train\Cardboard\cardboard348_21.jpg,Cardboard
balanced_train\Cardboard\cardboard349_1048.jpg,Cardboard
balanced_train\Cardboard\cardboard349_468.jpg,Cardboard
balanced_train\Cardboard\cardboard349_514.jpg,Cardboard
balanced_train\Cardboard\cardboard349_588.jpg,Cardboard
balanced_train\Cardboard\cardboard34_436.jpg,Cardboard
balanced_train\Cardboard\cardboard34_666.jpg,Cardboard
balanced_train\Cardboard\cardboard350_668.jpg,Cardboard
balanced_train\Cardboard\cardboard351_976.jpg,Cardboard
balanced_train\Cardboard\cardboard353_1079.jpg,Cardboard
balanced_train\Cardboard\cardboard354_189.jpg,Cardboard
balanced_train\Cardboard\cardboard354_541.jpg,Cardboard
balanced_train\Cardboard\cardboard355_305.jpg,Cardboard
balanced_train\Cardboard\cardboard356_169.jpg,Cardboard
balanced_train\Cardboard\cardboard357_274.jpg,Cardboard
balanced_train\Cardboard\cardboard357_275.jpg,Cardboard
balanced_train\Cardboard\cardboard358_455.jpg,Cardboard
balanced_train\Cardboard\cardboard359_794.jpg,Cardboard
balanced_train\Cardboard\cardboard359_858.jpg,Cardboard
balanced_train\Cardboard\cardboard360_938.jpg,Cardboard
balanced_train\Cardboard\cardboard361_1061.jpg,Cardboard
balanced_train\Cardboard\cardboard362_1110.jpg,Cardboard
balanced_train\Cardboard\cardboard362_658.jpg,Cardboard
balanced_train\Cardboard\cardboard363_469.jpg,Cardboard
balanced_train\Cardboard\cardboard363_521.jpg,Cardboard
balanced_train\Cardboard\cardboard363_781.jpg,Cardboard
balanced_train\Cardboard\cardboard363_906.jpg,Cardboard
balanced_train\Cardboard\cardboard365_371.jpg,Cardboard
balanced_train\Cardboard\cardboard366_325.jpg,Cardboard
balanced_train\Cardboard\cardboard367_1105.jpg,Cardboard
balanced_train\Cardboard\cardboard367_12.jpg,Cardboard
balanced_train\Cardboard\cardboard367_604.jpg,Cardboard
balanced_train\Cardboard\cardboard367_653.jpg,Cardboard
balanced_train\Cardboard\cardboard368_87.jpg,Cardboard
balanced_train\Cardboard\cardboard36_14.jpg,Cardboard
balanced_train\Cardboard\cardboard370_48.jpg,Cardboard
balanced_train\Cardboard\cardboard371_24.jpg,Cardboard
balanced_train\Cardboard\cardboard371_54.jpg,Cardboard
balanced_train\Cardboard\cardboard371_735.jpg,Cardboard
balanced_train\Cardboard\cardboard373_634.jpg,Cardboard
balanced_train\Cardboard\cardboard373_679.jpg,Cardboard
balanced_train\Cardboard\cardboard374_538.jpg,Cardboard
balanced_train\Cardboard\cardboard376_1038.jpg,Cardboard
balanced_train\Cardboard\cardboard377_380.jpg,Cardboard
balanced_train\Cardboard\cardboard377_457.jpg,Cardboard
balanced_train\Cardboard\cardboard377_492.jpg,Cardboard
balanced_train\Cardboard\cardboard377_494.jpg,Cardboard
balanced_train\Cardboard\cardboard377_596.jpg,Cardboard
balanced_train\Cardboard\cardboard378_518.jpg,Cardboard
balanced_train\Cardboard\cardboard378_842.jpg,Cardboard
balanced_train\Cardboard\cardboard379_965.jpg,Cardboard
balanced_train\Cardboard\cardboard37_627.jpg,Cardboard
balanced_train\Cardboard\cardboard380_945.jpg,Cardboard
balanced_train\Cardboard\cardboard382_243.jpg,Cardboard
balanced_train\Cardboard\cardboard382_542.jpg,Cardboard
balanced_train\Cardboard\cardboard383_1036.jpg,Cardboard
balanced_train\Cardboard\cardboard386_34.jpg,Cardboard
balanced_train\Cardboard\cardboard388_1160.jpg,Cardboard
balanced_train\Cardboard\cardboard38_253.jpg,Cardboard
balanced_train\Cardboard\cardboard38_258.jpg,Cardboard
balanced_train\Cardboard\cardboard38_807.jpg,Cardboard
balanced_train\Cardboard\cardboard390_38.jpg,Cardboard
balanced_train\Cardboard\cardboard391_903.jpg,Cardboard
balanced_train\Cardboard\cardboard392_649.jpg,Cardboard
balanced_train\Cardboard\cardboard392_855.jpg,Cardboard
balanced_train\Cardboard\cardboard393_798.jpg,Cardboard
balanced_train\Cardboard\cardboard394_972.jpg,Cardboard
balanced_train\Cardboard\cardboard395_1108.jpg,Cardboard
balanced_train\Cardboard\cardboard395_61.jpg,Cardboard
balanced_train\Cardboard\cardboard396_1069.jpg,Cardboard
balanced_train\Cardboard\cardboard396_311.jpg,Cardboard
balanced_train\Cardboard\cardboard396_463.jpg,Cardboard
balanced_train\Cardboard\cardboard397_109.jpg,Cardboard
balanced_train\Cardboard\cardboard397_879.jpg,Cardboard
balanced_train\Cardboard\cardboard39_247.jpg,Cardboard
balanced_train\Cardboard\cardboard3_1146.jpg,Cardboard
balanced_train\Cardboard\cardboard3_593.jpg,Cardboard
balanced_train\Cardboard\cardboard3_98.jpg,Cardboard
balanced_train\Cardboard\cardboard400_334.jpg,Cardboard
balanced_train\Cardboard\cardboard401_806.jpg,Cardboard
balanced_train\Cardboard\cardboard402_745.jpg,Cardboard
balanced_train\Cardboard\cardboard403_1051.jpg,Cardboard
balanced_train\Cardboard\cardboard40_1104.jpg,Cardboard
balanced_train\Cardboard\cardboard40_741.jpg,Cardboard
balanced_train\Cardboard\cardboard41_459.jpg,Cardboard
balanced_train\Cardboard\cardboard42_216.jpg,Cardboard
balanced_train\Cardboard\cardboard46_1130.jpg,Cardboard
balanced_train\Cardboard\cardboard46_370.jpg,Cardboard
balanced_train\Cardboard\cardboard46_443.jpg,Cardboard
balanced_train\Cardboard\cardboard46_773.jpg,Cardboard
balanced_train\Cardboard\cardboard47_974.jpg,Cardboard
balanced_train\Cardboard\cardboard48_815.jpg,Cardboard
balanced_train\Cardboard\cardboard48_895.jpg,Cardboard
balanced_train\Cardboard\cardboard4_1003.jpg,Cardboard
balanced_train\Cardboard\cardboard4_1072.jpg,Cardboard
balanced_train\Cardboard\cardboard4_257.jpg,Cardboard
balanced_train\Cardboard\cardboard50_948.jpg,Cardboard
